"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","X_COORD_CD","Y_COORD_CD","Latitude","Longitude"
"213724258","05/30/2020","23:27:00","MANHATTAN","OUTSIDE","33","0","STREET",,"1002118","246966","40.844532","-73.935418"
"71859339","03/20/2010","03:43:00","MANHATTAN","OUTSIDE","33","0","STREET","GROCERY/BODEGA","1000480","243058","40.833809","-73.941349"
"32878661","07/03/2007","00:34:00","MANHATTAN","OUTSIDE","33","0","STREET","GROCERY/BODEGA","1000793","243627","40.83535963","-73.94021707"
"74039045","08/07/2010","02:57:00","MANHATTAN","OUTSIDE","1","0","STREET",,"983438","197017","40.707452","-74.002928"
"262270874","01/20/2023","22:25:00","MANHATTAN","INSIDE","5","2","HOUSING","MULTI DWELL - PUBLIC HOUS","987136","202242","40.721784","-73.989585"
"85501065","06/29/2012","10:48:00","MANHATTAN","INSIDE","5","0","DWELLING","MULTI DWELL - APT BUILD","986174","199090","40.713135","-73.993057"
"74417897","09/01/2010","02:55:00","MANHATTAN","OUTSIDE","5","0","HOUSING","MULTI DWELL - PUBLIC HOUS","984742","198649","40.711925","-73.998224"
"291035923","08/01/2024","16:20:00","MANHATTAN","OUTSIDE","5","0","STREET",,"986756","201637","40.720133","-73.990958"
"271076528","07/10/2023","00:06:00","MANHATTAN","OUTSIDE","5","0","HOUSING","MULTI DWELL - PUBLIC HOUS","984984","197590","40.709018","-73.997352"
"269311791","06/04/2023","22:47:00","MANHATTAN","OUTSIDE","5","0","STREET",,"984838","198804","40.712349","-73.997877"
"242882170","03/30/2022","13:25:00","MANHATTAN","OUTSIDE","7","0","STREET",,"988392","199070","40.7130769","-73.98505914"
"51935051","10/04/2008","22:00:00","MANHATTAN","INSIDE","7","0","DWELLING","MULTI DWELL - APT BUILD","989137","201443","40.719599","-73.982369"
"10904918","04/05/2006","19:45:00","MANHATTAN","OUTSIDE","7","2","HOUSING","MULTI DWELL - PUBLIC HOUS","986406","198433","40.711339","-73.992225"
"81812770","11/22/2011","02:33:00","MANHATTAN","OUTSIDE","7","2","HOUSING","MULTI DWELL - PUBLIC HOUS","989001","200722","40.71762","-73.982862"
"229863863","06/21/2021","01:00:00","MANHATTAN","OUTSIDE","7","2","HOUSING","MULTI DWELL - PUBLIC HOUS","989183","201182","40.718875","-73.982204"
"310707257","08/05/2025","00:50:00","MANHATTAN","OUTSIDE","7","0","HOUSING","MULTI DWELL - PUBLIC HOUS","989577","198999","40.71289","-73.980784"
"270033866","06/18/2023","02:54:00","MANHATTAN","OUTSIDE","7","0","STREET",,"987431","202125","40.7214625404","-73.98852418166"
"272166648","07/31/2023","22:00:00","MANHATTAN","OUTSIDE","7","0","STREET",,"988039","201397","40.719466","-73.986331"
"248425566","07/22/2022","18:54:00","MANHATTAN","OUTSIDE","7","0","OTHER","HOTEL/MOTEL","988062","201107","40.71867","-73.986245"
"252939453","10/21/2022","23:05:00","MANHATTAN","OUTSIDE","9","0","COMMERCIAL",,"988631","204189","40.727129","-73.984192"
"76808921","01/12/2011","09:08:00","MANHATTAN","INSIDE","9","0","DWELLING","MULTI DWELL - APT BUILD","989165","202146","40.72153","-73.982267"
"72407632","04/26/2010","12:02:00","MANHATTAN","OUTSIDE","9","0","STREET","MULTI DWELL - APT BUILD","990345","201948","40.720976","-73.97801"
"52682620","11/01/2008","04:10:00","MANHATTAN","OUTSIDE","9","0","STREET",,"987496","203963",,
"33227811","07/21/2007","22:28:00","MANHATTAN","OUTSIDE","9","2","HOUSING","MULTI DWELL - APT BUILD","990831","202826","40.723393","-73.976257"
"81001140","10/03/2011","03:00:00","MANHATTAN","OUTSIDE","9","2","HOUSING","MULTI DWELL - PUBLIC HOUS","990529","202280","40.72188632","-73.97734765"
"239197225","01/14/2022","21:56:00","MANHATTAN","INSIDE","9","2","HOUSING","MULTI DWELL - PUBLIC HOUS","991170","201398","40.719467","-73.975034"
"253238378","10/27/2022","19:34:00","MANHATTAN","INSIDE","9","2","HOUSING","MULTI DWELL - PUBLIC HOUS","990397","204360","40.727598","-73.977819"
"279247429","12/19/2023","23:59:00","MANHATTAN","OUTSIDE","10","0","HOUSING","MULTI DWELL - PUBLIC HOUS","983746","211928","40.748379","-74.001818"
"25950251","12/26/2006","04:11:00","MANHATTAN","OUTSIDE","10","0","COMMERCIAL","COMMERCIAL BLDG","983003","213371","40.752341","-74.0045"
"151047697","03/08/2016","20:20:00","MANHATTAN","OUTSIDE","10","2","HOUSING","MULTI DWELL - PUBLIC HOUS","983737","212230","40.749208","-74.00185"
"284703845","04/02/2024","21:42:00","MANHATTAN","OUTSIDE","10","0","HOUSING","MULTI DWELL - PUBLIC HOUS","982992","210566","40.744641","-74.00454"
"276687920","10/29/2023","21:38:00","MANHATTAN","OUTSIDE","13","0","STREET",,"986109","210621","40.744784","-73.99329"
"75202879","10/23/2010","04:44:00","MANHATTAN","INSIDE","13","0","COMMERCIAL","RESTAURANT/DINER","984731","208134","40.737957","-73.998262"
"156246000","08/27/2016","00:18:00","MANHATTAN","INSIDE","13","0","DWELLING","MULTI DWELL - APT BUILD","986463","208226","40.738219","-73.992013"
"194525843","03/10/2019","05:38:00","MANHATTAN","OUTSIDE","13","0","STREET",,"990300","209478","40.74164322","-73.97816732"
"280107186","01/06/2024","13:32:00","MANHATTAN","INSIDE","14","0","COMMERCIAL",,"986962","214020","40.75412","-73.990211"
"90582840","05/11/2013","17:55:00","MANHATTAN","INSIDE","14","0","COMMERCIAL","COMMERCIAL BLDG","986589","213343","40.752256","-73.991557"
"173875580","01/21/2018","16:38:00","MANHATTAN","OUTSIDE","14","0","STREET",,"987816","211442","40.747044","-73.987128"
"275968020","10/15/2023","05:30:00","MANHATTAN","INSIDE","14","0","COMMERCIAL",,"986276","211852","40.748162","-73.992686"
"221215610","12/01/2020","20:13:00","MANHATTAN","OUTSIDE","14","0","STREET",,"986230","215483","40.758129","-73.992852"
"293353849","09/15/2024","21:03:00","MANHATTAN","OUTSIDE","14","0","STREET",,"986732","211747","40.747881","-73.991041"
"297508943","12/04/2024","06:46:00","MANHATTAN","OUTSIDE","18","0","COMMERCIAL","HOTEL/MOTEL","990114","216924","40.762092","-73.978831"
"27326275","03/11/2007","04:42:00","MANHATTAN","OUTSIDE","18","0","STREET","BAR/NIGHT CLUB","988855","217773","40.764421","-73.983377"
"204971623","11/10/2019","06:50:00","MANHATTAN","OUTSIDE","19","0","STREET",,"996700","217647","40.764068","-73.955057"
"290767264","07/26/2024","08:45:00","MANHATTAN","OUTSIDE","19","0","STREET",,"999484","222266","40.776742","-73.944997"
"282942198","02/28/2024","13:15:00","MANHATTAN","OUTSIDE","19","0","HOUSING","MULTI DWELL - PUBLIC HOUS","999232","224050","40.78164","-73.945902"
"313028800","09/16/2025","18:18:00","MANHATTAN","OUTSIDE","20","0","HOUSING","MULTI DWELL - PUBLIC HOUS","987541","220634","40.772275","-73.988118"
"138693355","09/12/2014","21:00:00","MANHATTAN","OUTSIDE","20","0","STREET",,"991040","225092","40.784508","-73.975482"
"222391347","12/29/2020","13:15:00","MANHATTAN","OUTSIDE","20","0","STREET",,"987811","220193","40.77105452","-73.98714372"
"239993170","02/01/2022","11:10:00","MANHATTAN","OUTSIDE","23","0","COMMERCIAL","TELECOMM. STORE","999115","226852","40.789323","-73.946316"
"25313903","11/15/2006","19:17:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999602","230361","40.798959","-73.944552"
"23354094","07/04/2006","03:56:00","MANHATTAN","INSIDE","23","2","HOUSING","MULTI DWELL - APT BUILD","998658","225467","40.78553","-73.947972"
"23421775","07/14/2006","07:30:00","MANHATTAN","OUTSIDE","23","0","STREET",,"1000206","225798","40.78642508","-73.94238075"
"138909015","09/27/2014","07:47:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999192","230148","40.798377","-73.946031"
"79803015","07/13/2011","22:31:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1000654","228899","40.794945","-73.940754"
"78879026","05/21/2011","12:14:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998430","228773","40.794604","-73.948786"
"79135356","06/05/2011","02:18:00","MANHATTAN","OUTSIDE","23","0","STREET",,"998511","227338","40.790656","-73.948495"
"74989384","10/09/2010","01:33:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1000644","225855","40.786591","-73.940799"
"72617364","05/09/2010","11:26:00","MANHATTAN","INSIDE","23","0","DWELLING","MULTI DWELL - APT BUILD","1000644","225855","40.786591","-73.940799"
"139762463","11/20/2014","21:02:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998164","226183","40.787495","-73.949752"
"92912299","10/03/2013","23:30:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999115","226852","40.789331","-73.946318"
"93285853","10/27/2013","03:00:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001212","229173","40.795695","-73.938738"
"82410389","12/31/2011","13:55:00","MANHATTAN","OUTSIDE","23","0","STREET",,"1000085","228606","40.7941325","-73.94281107"
"81177762","10/12/2011","16:45:00","MANHATTAN","INSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998716","228765","40.79458","-73.947753"
"200680423","08/03/2019","22:05:00","MANHATTAN","INSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999602","230361","40.798959","-73.944552"
"191557605","12/26/2018","16:16:00","MANHATTAN","OUTSIDE","23","0","STREET",,"998784","229937","40.797798","-73.947507"
"172875911","12/21/2017","17:00:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","999182","226972","40.78964918","-73.94607594"
"156822746","09/16/2016","23:48:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1000086","229653","40.797017","-73.942803"
"143877930","06/22/2015","05:24:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001212","229173","40.795695","-73.938738"
"231110270","07/20/2021","17:30:00","MANHATTAN","OUTSIDE","23","0","STREET",,"998940","228642","40.79423328","-73.94694622"
"229283288","06/08/2021","15:37:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998746","230395","40.799045","-73.947642"
"222165113","12/22/2020","21:37:00","MANHATTAN","INSIDE","23","0","COMMERCIAL","LIQUOR STORE","999100","229451","40.796456","-73.946366"
"214264816","06/16/2020","00:30:00","MANHATTAN","OUTSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","998683","229230","40.795857","-73.947872"
"288491501","06/13/2024","12:30:00","MANHATTAN","INSIDE","23","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1000121","229191","40.795748","-73.942681"
"274939048","09/25/2023","21:35:00","MANHATTAN","OUTSIDE","23","0","HOUSING","MULTI DWELL - PUBLIC HOUS","999464","226504","40.788366","-73.945058"
"249910516","08/20/2022","02:50:00","MANHATTAN","OUTSIDE","23","0","HOUSING","MULTI DWELL - PUBLIC HOUS","999998","226211","40.78756","-73.943129"
"252757824","10/18/2022","20:04:00","MANHATTAN","OUTSIDE","23","0","HOUSING","MULTI DWELL - PUBLIC HOUS","1001038","226536","40.78845","-73.939372"
"238344170","12/27/2021","19:03:00","MANHATTAN","OUTSIDE","24","2","HOUSING","MULTI DWELL - PUBLIC HOUS","993952","229422","40.796382","-73.964958"
"33413509","07/28/2007","11:30:00","MANHATTAN","INSIDE","24","0","DWELLING","MULTI DWELL - APT BUILD","990463","227563","40.791283","-73.97756"
"24103836","08/30/2006","13:29:00","MANHATTAN","OUTSIDE","24","0","STREET",,"993499","227675","40.791596","-73.966598"
"76720703","01/06/2011","00:52:00","MANHATTAN","OUTSIDE","24","0","STREET",,"993162","229850","40.797567","-73.96781"
"77291727","02/14/2011","01:09:00","MANHATTAN","OUTSIDE","24","0","STREET",,"993361","230789","40.800142","-73.967091"
"75647141","11/20/2010","00:42:00","MANHATTAN","OUTSIDE","24","2","HOUSING","MULTI DWELL - PUBLIC HOUS","992079","226968","40.789656","-73.971725"
"216692583","08/17/2020","04:10:00","MANHATTAN","OUTSIDE","24","2","HOUSING","MULTI DWELL - PUBLIC HOUS","991870","227979","40.792424","-73.97248"
"206898906","01/01/2020","21:47:00","MANHATTAN","OUTSIDE","24","0","STREET",,"995052","230496","40.79932762","-73.96098497"
"306101739","05/08/2025","20:42:00","MANHATTAN","OUTSIDE","24","0","STREET",,"995516","230389","40.799044","-73.959308"
"249379922","08/10/2022","13:31:00","MANHATTAN","OUTSIDE","24","0","STREET",,"992509","230062","40.798141","-73.970169"
"246919437","06/20/2022","18:15:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001768","234797","40.811123","-73.936714"
"35386251","10/29/2007","21:30:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1002198","230174","40.798442","-73.935177"
"28609131","04/22/2007","04:45:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001264","232832","40.80572952","-73.93854235"
"52122539","10/12/2008","00:37:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001629","231389","40.80176817","-73.93722764"
"50499444","08/24/2008","01:05:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001487","232707","40.805388","-73.937736"
"78198179","04/12/2011","16:52:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001515","233286","40.80697514","-73.93763452"
"72957573","05/30/2010","00:47:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001185","231635","40.80244423","-73.93883073"
"72967785","05/30/2010","23:35:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001487","232707","40.805388","-73.937736"
"72378809","04/23/2010","23:50:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1002174","234576","40.810523","-73.935252"
"67285743","10/29/2009","21:21:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001615","229899","40.79767856","-73.93728206"
"69000934","12/18/2009","15:38:00","MANHATTAN","OUTSIDE","25","0","STREET","MULTI DWELL - APT BUILD","1001131","233647","40.807976","-73.939022"
"86761905","09/16/2012","02:42:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1000868","231061","40.800871","-73.939976"
"79853874","07/16/2011","03:41:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001312","231864","40.80307253","-73.93837142"
"146282284","09/19/2015","18:50:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1000741","230832","40.800252","-73.940437"
"171292987","11/06/2017","19:30:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001122","231520","40.802139","-73.939059"
"167282055","07/21/2017","10:45:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1002441","231360","40.801695","-73.934296"
"156435421","09/04/2016","21:40:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001248","231749","40.802766","-73.938602"
"154584992","07/04/2016","20:12:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1002690","228820","40.794723","-73.933404"
"216795979","08/19/2020","22:05:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001487","232707","40.805397","-73.937737"
"199785879","07/15/2019","17:35:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1000550","230489","40.79929997","-73.94112713"
"189580003","11/04/2018","00:25:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1002815","231286","40.801491","-73.932943"
"239279571","01/16/2022","15:09:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1002134","229290","40.79600598","-73.93540919"
"233588118","09/15/2021","01:13:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1001487","232707","40.805388","-73.937736"
"220870731","11/21/2020","15:38:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1003655","230359","40.798947","-73.929912"
"303772633","03/27/2025","11:15:00","MANHATTAN","OUTSIDE","25","0","STREET",,"1000482","230365","40.79897","-73.941374"
"253001885","10/22/2022","03:10:00","MANHATTAN","OUTSIDE","25","2","HOUSING","MULTI DWELL - PUBLIC HOUS","1001738","233162","40.806635","-73.936826"
"249251348","08/03/2022","21:35:00","MANHATTAN","OUTSIDE","26","2","HOUSING","MULTI DWELL - PUBLIC HOUS","996071","236561","40.815975","-73.957291"
"82991389","02/04/2012","00:05:00","MANHATTAN","OUTSIDE","26","2","HOUSING","MULTI DWELL - PUBLIC HOUS","996279","235478","40.813001","-73.956543"
"136849660","05/20/2014","18:16:00","MANHATTAN","OUTSIDE","26","2","HOUSING","MULTI DWELL - PUBLIC HOUS","996660","235153","40.812117","-73.95517"
"89060182","02/09/2013","00:35:00","MANHATTAN","OUTSIDE","26","2","HOUSING","MULTI DWELL - PUBLIC HOUS","996894","236589","40.816058","-73.95432"
"191222186","12/15/2018","21:37:00","MANHATTAN","INSIDE","26","0","COMMERCIAL","RESTAURANT/DINER","995545","236005","40.814458","-73.959196"
"263499885","02/11/2023","22:04:00","MANHATTAN","INSIDE","28","0","COMMERCIAL","GROCERY/BODEGA","999788","233328","40.807094","-73.943873"
"45491841","04/10/2008","20:46:00","MANHATTAN","OUTSIDE","28","0","STREET",,"998627","231232","40.801353","-73.948072"
"28742775","04/27/2007","21:15:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997392","231914","40.80321647","-73.95253051"
"24224970","09/08/2006","20:32:00","MANHATTAN","OUTSIDE","28","0","STREET",,"999083","234038","40.809052","-73.946418"
"23444491","07/18/2006","21:41:00","MANHATTAN","OUTSIDE","28","0","STREET",,"999788","233328","40.807094","-73.943873"
"80526434","08/31/2011","02:26:00","MANHATTAN","OUTSIDE","28","0","STREET",,"998754","234371","40.809968","-73.947607"
"82420631","01/01/2012","11:00:00","MANHATTAN","INSIDE","28","0","STREET","MULTI DWELL - APT BUILD","999473","232728","40.805457","-73.945012"
"67131198","10/24/2009","23:50:00","MANHATTAN","OUTSIDE","28","0","STREET","MULTI DWELL - APT BUILD","997307","233033","40.806298","-73.952834"
"86302935","08/16/2012","00:01:00","MANHATTAN","INSIDE","28","0","OTHER","HOTEL/MOTEL","998930","232284","40.804232","-73.946972"
"187867630","09/20/2018","22:17:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997098","232701","40.805386","-73.953589"
"172892298","12/22/2017","20:17:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997966","234808","40.811169","-73.950449"
"165146995","05/24/2017","17:16:00","MANHATTAN","OUTSIDE","28","0","STREET",,"996014","232679","40.805329","-73.957507"
"166188252","06/19/2017","00:50:00","MANHATTAN","OUTSIDE","28","0","STREET",,"999473","232728","40.805457","-73.945012"
"146014286","09/09/2015","23:00:00","MANHATTAN","OUTSIDE","28","0","STREET",,"998318","231726","40.80269903","-73.94918615"
"146096121","09/11/2015","23:39:00","MANHATTAN","OUTSIDE","28","0","STREET",,"996080","233261","40.80691547","-73.95726713"
"251681398","09/27/2022","15:24:00","MANHATTAN","OUTSIDE","28","0","STREET",,"998161","234230","40.809573","-73.949746"
"247542081","07/04/2022","21:25:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997982","230071","40.798158","-73.950401"
"234143772","09/27/2021","20:38:00","MANHATTAN","OUTSIDE","28","0","STREET",,"996959","232155","40.803881","-73.954092"
"225438895","03/10/2021","07:30:00","MANHATTAN","OUTSIDE","28","0","STREET","MULTI DWELL - APT BUILD","998050","232173","40.803929","-73.95015"
"227401020","04/27/2021","00:40:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997602","230430","40.799146","-73.951772"
"218271512","09/23/2020","21:35:00","MANHATTAN","OUTSIDE","28","0","STREET",,"998445","231956","40.80333012","-73.94872694"
"285394785","04/16/2024","01:08:00","MANHATTAN","OUTSIDE","28","0","STREET",,"997391","231145","40.801116","-73.952533"
"273233816","08/21/2023","12:44:00","MANHATTAN","OUTSIDE","28","0","HOUSING","MULTI DWELL - PUBLIC HOUS","997130","231440","40.80191585","-73.95347777"
"266427568","04/09/2023","19:48:00","MANHATTAN","INSIDE","28","0","COMMERCIAL","SMALL MERCHANT","999409","233697","40.808109","-73.945238"
"16733775","06/09/2006","03:45:00","MANHATTAN","OUTSIDE","30","0","STREET",,"996820","238309","40.82076979","-73.95458462"
